Alumni_ID,Age,Gender,Graduation_Year,Degree_Level,Major,Alumni_Status,Email_Available,Phone_Available,Wealth_Rating,Income_Bracket,Event_Attendance,Email_Open_Rate,Location,Consecutive_Giving_Years,Donation_Last_Year_2024,Total_Lifetime_Giving,Is_Donor_2025
ALM000185,41,Female,2010,PhD,Liberal Arts,Active,Yes,Yes,B+,$50K-$100K,3,49.03,"San Diego, USA",0,0.0,0.0,No
ALM000186,55,Female,1986,PhD,Liberal Arts,Inactive,Yes,No,B,$150K-$250K,0,18.74,"San Antonio, USA",0,0.0,0.0,No
ALM000187,52,Male,1978,Bachelor,Computer Science,Lost Contact,Yes,Yes,Unknown,$100K-$150K,3,9.59,"San Jose, USA",0,0.0,0.0,No
ALM000188,43,Male,1998,Master,Liberal Arts,Inactive,Yes,Yes,B+,$150K-$250K,3,47.78,"Columbus, USA",0,0.0,0.0,No
ALM000189,32,Female,1986,Bachelor,Computer Science,Active,Yes,No,B,$150K-$250K,1,41.43,"Victoria, Canada",0,0.0,0.0,No
ALM000190,22,Female,2008,PhD,Business,Active,Yes,Yes,B,>$500K,1,23.79,"Los Angeles, USA",0,0.0,0.0,Yes
ALM000191,38,Male,2019,Bachelor,Engineering,Active,Yes,Yes,C,$250K-$500K,1,20.48,"Amsterdam, Netherlands",0,0.0,0.0,No
ALM000192,57,Male,1971,Bachelor,Law,Inactive,Yes,No,A+,$100K-$150K,0,18.44,"Ahmedabad, India",0,0.0,0.0,No
ALM000193,48,Male,1989,Bachelor,Sciences,Lost Contact,Yes,No,Unknown,$100K-$150K,2,64.19,"Philadelphia, USA",0,0.0,0.0,No
ALM000194,26,Female,2020,Professional,Liberal Arts,Inactive,Yes,Yes,D,<$50K,2,6.98,"San Jose, USA",4,153.98,562.42,Yes
ALM000195,47,Female,1987,Bachelor,Law,Inactive,Yes,No,B,$50K-$100K,2,21.84,"Denver, USA",3,1483.54,5043.01,Yes
ALM000196,50,Male,2019,Bachelor,Medicine,Active,Yes,No,D,$100K-$150K,3,26.55,"Düsseldorf, Germany",0,0.0,0.0,Yes
ALM000197,31,Female,1998,Master,Engineering,Inactive,Yes,Yes,C+,<$50K,2,29.01,"San Jose, USA",0,0.0,0.0,Yes
ALM000198,47,Female,2014,Master,Liberal Arts,Active,Yes,Yes,B,<$50K,3,35.99,"Nashville, USA",0,0.0,0.0,Yes
ALM000199,45,Male,1982,Master,Liberal Arts,Lost Contact,No,Yes,B,$100K-$150K,1,25.39,"San Jose, USA",23,507.44,10759.53,Yes
ALM000200,27,Male,1976,Master,Computer Science,Active,Yes,No,D,<$50K,4,44.14,"Paris, France",0,0.0,0.0,Yes
ALM000201,50,Female,1977,Master,Business,Inactive,Yes,Yes,C+,$50K-$100K,2,43.58,"San Francisco, USA",0,0.0,0.0,No
ALM000202,53,Female,1978,Bachelor,Engineering,Inactive,Yes,Yes,B+,<$50K,0,8.75,"New York, USA",18,1363.05,29428.53,Yes
ALM000203,61,Female,1973,Bachelor,Engineering,Inactive,Yes,Yes,A,<$50K,0,59.62,"Lucknow, India",9,7319.97,58976.13,Yes
ALM000204,60,Female,2019,Bachelor,Engineering,Active,Yes,Yes,C+,$100K-$150K,1,18.62,"Coimbatore, India",2,179.58,423.48,Yes
ALM000205,24,Male,1991,PhD,Business,Inactive,Yes,No,D,$100K-$150K,1,16.06,"Frankfurt, Germany",0,0.0,0.0,No
ALM000206,30,Male,1978,Bachelor,Business,Inactive,No,No,D,<$50K,0,52.13,"Miami, USA",19,141.76,3487.12,Yes
ALM000207,52,Female,1998,Bachelor,Sciences,Lost Contact,Yes,Yes,D,$50K-$100K,0,52.68,"Delhi, India",0,0.0,0.0,Yes
ALM000208,52,Male,2000,Master,Engineering,Inactive,Yes,No,C+,$50K-$100K,2,19.79,"Sydney, Australia",0,0.0,0.0,No
ALM000209,52,Female,2002,Bachelor,Business,Active,Yes,Yes,B,$100K-$150K,0,64.35,"Boston, USA",5,1254.22,5100.75,Yes
ALM000210,85,Female,1981,Bachelor,Business,Inactive,Yes,Yes,Unknown,<$50K,0,20.84,"Las Vegas, USA",0,0.0,0.0,No
ALM000211,53,Female,1990,Master,Liberal Arts,Inactive,Yes,No,Unknown,$50K-$100K,0,10.52,"Vellore, India",0,0.0,0.0,No
ALM000212,62,Male,2020,Bachelor,Business,Lost Contact,Yes,Yes,C,$100K-$150K,2,17.44,"Visakhapatnam, India",4,280.71,1479.46,No
ALM000213,59,Female,1986,Master,Business,Inactive,Yes,No,C+,<$50K,2,18.76,"San Francisco, USA",0,0.0,0.0,Yes
ALM000214,54,Female,1995,Bachelor,Business,Active,Yes,Yes,Unknown,$100K-$150K,1,41.9,"Dallas, USA",0,0.0,0.0,No
ALM000215,40,Female,2015,Bachelor,Sciences,Inactive,Yes,Yes,B,$50K-$100K,1,9.05,"Salem, India",12,846.43,11330.85,Yes
ALM000216,56,Female,1979,PhD,Engineering,Active,Yes,Yes,C,$50K-$100K,2,33.75,"Denver, USA",0,0.0,0.0,No
ALM000217,33,Male,2021,Bachelor,Business,Active,Yes,No,B,$250K-$500K,1,27.22,"San Diego, USA",0,0.0,0.0,No
ALM000218,41,Male,2009,Bachelor,Computer Science,Active,Yes,No,D,$50K-$100K,1,34.12,"Abu Dhabi, UAE",24,78.55,1937.35,Yes
ALM000219,37,Male,2019,Master,Business,Inactive,Yes,Yes,D,$50K-$100K,5,8.88,"San Francisco, USA",0,0.0,0.0,No
ALM000220,46,Male,2010,Bachelor,Law,Lost Contact,Yes,Yes,C+,<$50K,3,11.96,"Victoria, Canada",0,0.0,0.0,Yes
ALM000221,79,Female,2010,Bachelor,Computer Science,Active,Yes,No,C+,$50K-$100K,1,37.42,"Ottawa, Canada",0,0.0,0.0,Yes
ALM000222,22,Female,1973,Bachelor,Business,Inactive,Yes,No,Unknown,$100K-$150K,1,27.6,"Guangzhou, China",0,0.0,0.0,No
ALM000223,55,Female,1986,Bachelor,Sciences,Inactive,Yes,Yes,B+,<$50K,1,23.09,"Cork, Ireland",20,592.87,13705.53,Yes
ALM000224,22,Female,1982,Bachelor,Business,Inactive,Yes,Yes,C+,<$50K,6,44.58,"Tiruppur, India",0,0.0,0.0,No
ALM000225,37,Male,1985,Master,Engineering,Active,Yes,Yes,C+,$50K-$100K,1,4.4,"Houston, USA",0,0.0,0.0,No
ALM000226,61,Female,2023,Bachelor,Medicine,Active,Yes,Yes,D,$100K-$150K,2,24.68,"Pune, India",0,0.0,0.0,No
ALM000227,45,Male,1974,Bachelor,Business,Inactive,Yes,Yes,C,$150K-$250K,1,14.37,"Utrecht, Netherlands",18,55.0,1223.79,Yes
ALM000228,28,Male,1993,Bachelor,Engineering,Inactive,No,Yes,C+,$150K-$250K,1,52.03,"Madurai, India",18,208.45,3316.59,Yes
ALM000229,34,Female,1997,Bachelor,Education,Active,Yes,Yes,B+,$100K-$150K,3,20.2,"Kyoto, Japan",0,0.0,0.0,Yes
ALM000230,55,Female,2009,Bachelor,Engineering,Active,Yes,No,B,$150K-$250K,1,35.58,"San Francisco, USA",0,0.0,0.0,No
ALM000231,34,Female,2013,Bachelor,Business,Active,Yes,No,A,<$50K,1,59.42,"Phoenix, USA",0,0.0,0.0,Yes
ALM000232,48,Male,2007,Professional,Engineering,Inactive,Yes,Yes,B+,$250K-$500K,1,15.46,"Houston, USA",16,1144.81,18995.84,No
ALM000233,45,Female,1983,Bachelor,Liberal Arts,Active,Yes,Yes,B+,$150K-$250K,0,36.83,"Edmonton, Canada",4,357.06,1588.71,Yes
ALM000234,35,Male,2013,Bachelor,Business,Lost Contact,Yes,No,B,$100K-$150K,0,31.71,"Raleigh, USA",11,1300.43,17045.49,Yes
ALM000235,77,Male,2007,Bachelor,Sciences,Inactive,Yes,Yes,C+,$100K-$150K,3,35.02,"Glasgow, UK",0,0.0,0.0,No
ALM000236,54,Female,2010,Master,Law,Inactive,Yes,No,C,<$50K,3,53.31,"Düsseldorf, Germany",0,0.0,0.0,No
ALM000237,22,Female,1991,PhD,Liberal Arts,Active,Yes,Yes,A+,$150K-$250K,3,29.44,"Victoria, Canada",0,0.0,0.0,Yes
ALM000238,47,Female,1999,PhD,Business,Active,No,No,D,$50K-$100K,4,48.95,"Atlanta, USA",0,0.0,0.0,No
ALM000239,35,Female,1999,Bachelor,Medicine,Inactive,Yes,Yes,Unknown,$150K-$250K,5,5.48,"Osaka, Japan",7,92.31,664.04,Yes
ALM000240,57,Female,2019,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,Unknown,$50K-$100K,2,26.23,"Los Angeles, USA",5,191.56,862.97,Yes
ALM000241,33,Female,1981,Bachelor,Liberal Arts,Active,Yes,Yes,C+,<$50K,1,34.43,"New York, USA",0,0.0,0.0,No
ALM000242,43,Female,2021,Bachelor,Engineering,Active,No,Yes,B,$100K-$150K,4,38.44,"Frankfurt, Germany",0,0.0,0.0,No
ALM000243,52,Female,2020,Master,Engineering,Active,Yes,Yes,C+,$150K-$250K,2,9.67,"Liverpool, UK",24,637.12,19866.89,Yes
ALM000244,57,Female,1998,Bachelor,Business,Inactive,Yes,Yes,C,<$50K,2,21.21,"Boston, USA",0,0.0,0.0,Yes
ALM000245,26,Female,1980,Master,Liberal Arts,Active,Yes,Yes,B,$50K-$100K,2,14.69,"Bordeaux, France",3,2695.6,6539.18,Yes
ALM000246,39,Male,1975,PhD,Engineering,Active,Yes,Yes,C,$150K-$250K,1,7.75,"Victoria, Canada",0,0.0,0.0,No
ALM000247,37,Female,1995,Bachelor,Engineering,Inactive,Yes,Yes,B,$50K-$100K,2,59.5,"Washington DC, USA",0,0.0,0.0,No
ALM000248,35,Female,2003,Master,Engineering,Inactive,Yes,Yes,C,$50K-$100K,5,18.99,"San Francisco, USA",1,468.09,605.41,Yes
ALM000249,71,Male,1987,Bachelor,Engineering,Active,Yes,No,C,$100K-$150K,1,30.65,"Salem, India",25,449.43,14631.68,Yes
ALM000250,51,Female,2019,Bachelor,Engineering,Inactive,Yes,Yes,A+,$150K-$250K,4,36.07,"Phoenix, USA",0,0.0,0.0,No
ALM000251,26,Male,2003,Bachelor,Business,Active,Yes,No,D,$100K-$150K,0,35.49,"San Antonio, USA",12,164.64,1877.62,Yes
ALM000252,58,Female,1995,Bachelor,Computer Science,Active,Yes,Yes,B+,<$50K,1,0.77,"Cambridge, UK",21,460.95,10577.36,Yes
ALM000253,76,Female,2003,Bachelor,Sciences,Inactive,Yes,Yes,Unknown,$250K-$500K,1,53.57,"Salem, India",9,117.92,1378.34,Yes
ALM000254,60,Male,2024,Bachelor,Sciences,Inactive,Yes,No,C+,$100K-$150K,0,13.4,"Phoenix, USA",6,191.71,1389.89,Yes
ALM000255,22,Male,1979,Master,Business,Lost Contact,Yes,Yes,B,$50K-$100K,2,31.14,"Edinburgh, UK",1,1026.32,770.52,No
ALM000256,37,Female,1997,Bachelor,Engineering,Lost Contact,No,Yes,A,$150K-$250K,0,43.32,"Phoenix, USA",0,0.0,0.0,No
ALM000257,64,Male,1995,Master,Business,Inactive,Yes,Yes,C,$100K-$150K,1,8.06,"Houston, USA",0,0.0,0.0,No
ALM000258,34,Male,1974,Master,Business,Inactive,Yes,Yes,B,$50K-$100K,4,35.79,"Cologne, Germany",0,0.0,0.0,No
ALM000259,51,Male,1979,Master,Law,Inactive,Yes,Yes,Unknown,$150K-$250K,5,33.77,"San Francisco, USA",0,0.0,0.0,No
ALM000260,56,Female,2016,Bachelor,Engineering,Inactive,Yes,Yes,D,<$50K,1,41.73,"Montreal, Canada",0,0.0,0.0,No
ALM000261,31,Female,1985,Bachelor,Computer Science,Active,Yes,Yes,B+,$150K-$250K,1,49.15,"Hosur, India",0,0.0,0.0,Yes
ALM000262,44,Female,1986,Master,Business,Inactive,Yes,Yes,C+,<$50K,2,16.35,"Basel, Switzerland",14,403.52,5087.92,Yes
ALM000263,22,Male,1986,Master,Computer Science,Lost Contact,Yes,Yes,C+,<$50K,0,11.76,"Chennai, India",0,0.0,0.0,Yes
ALM000264,29,Female,1983,Bachelor,Business,Inactive,Yes,Yes,C,$150K-$250K,3,30.9,"Lyon, France",0,0.0,0.0,No
ALM000265,41,Female,1984,Master,Computer Science,Active,Yes,No,B,<$50K,3,43.13,"Columbus, USA",0,0.0,0.0,No
ALM000266,26,Male,1992,Bachelor,Business,Inactive,Yes,Yes,D,>$500K,0,26.74,"Hangzhou, China",0,0.0,0.0,Yes
ALM000267,69,Female,1991,Master,Business,Inactive,Yes,No,Unknown,<$50K,1,51.76,"Liverpool, UK",0,0.0,0.0,No
ALM000268,23,Female,1979,Bachelor,Education,Inactive,Yes,Yes,C+,$150K-$250K,1,18.91,"Nashville, USA",13,56.95,663.59,Yes
ALM000269,38,Female,2011,Bachelor,Business,Inactive,Yes,No,Unknown,$250K-$500K,2,58.24,"San Jose, USA",18,199.32,3533.81,Yes
ALM000270,46,Male,2023,Bachelor,Computer Science,Inactive,Yes,Yes,B,$100K-$150K,3,23.99,"San Diego, USA",0,0.0,0.0,No
ALM000271,66,Male,1974,Bachelor,Engineering,Lost Contact,Yes,Yes,B,<$50K,2,35.83,"Philadelphia, USA",13,349.22,4475.98,Yes
ALM000272,23,Male,1980,Bachelor,Engineering,Inactive,No,No,C,<$50K,1,34.51,"Busan, South Korea",4,213.25,713.85,Yes
ALM000273,62,Male,2005,PhD,Business,Inactive,Yes,No,C+,$150K-$250K,1,7.4,"Abu Dhabi, UAE",4,283.28,1067.49,Yes
ALM000274,45,Female,2023,Bachelor,Liberal Arts,Inactive,No,No,B,<$50K,2,12.15,"Hamburg, Germany",18,1552.8,31608.15,Yes
ALM000275,30,Male,1979,Bachelor,Liberal Arts,Inactive,Yes,Yes,B,$100K-$150K,3,14.84,"Washington DC, USA",0,0.0,0.0,No
ALM000276,51,Female,2021,Master,Engineering,Lost Contact,Yes,Yes,D,$50K-$100K,1,64.52,"Seattle, USA",0,0.0,0.0,Yes
ALM000277,47,Male,2018,PhD,Sciences,Active,Yes,Yes,C,$250K-$500K,4,34.6,"Surat, India",0,0.0,0.0,No
ALM000278,35,Male,1986,Bachelor,Engineering,Inactive,Yes,No,C,$100K-$150K,1,7.99,"Munich, Germany",0,0.0,0.0,No
ALM000279,46,Female,2019,PhD,Law,Inactive,Yes,No,B,$50K-$100K,2,38.8,"San Francisco, USA",25,249.94,8192.15,Yes
ALM000280,39,Male,1988,Bachelor,Business,Inactive,Yes,Yes,Unknown,$150K-$250K,0,33.09,"Utrecht, Netherlands",16,84.49,1539.68,Yes
ALM000281,46,Female,1980,Bachelor,Business,Inactive,No,Yes,D,>$500K,3,12.57,"Singapore, Singapore",9,174.56,1561.77,Yes
ALM000282,54,Male,1991,Master,Business,Active,Yes,Yes,A+,$100K-$150K,4,13.77,"Pune, India",24,780.43,22219.27,Yes
ALM000283,68,Male,2021,Professional,Law,Inactive,No,Yes,B,$100K-$150K,0,63.58,"Philadelphia, USA",14,1633.84,32737.25,Yes
ALM000284,26,Female,2024,Bachelor,Business,Lost Contact,Yes,No,A,$150K-$250K,3,37.62,"Charlotte, USA",0,0.0,0.0,Yes
ALM000285,76,Female,1985,Bachelor,Business,Active,Yes,No,B+,<$50K,2,40.3,"Jacksonville, USA",0,0.0,0.0,Yes
ALM000286,22,Male,1985,Bachelor,Liberal Arts,Active,Yes,No,Unknown,$150K-$250K,2,5.62,"Oxford, UK",0,0.0,0.0,No
ALM000287,42,Male,1981,Bachelor,Law,Active,Yes,No,D,$50K-$100K,5,27.38,"Charlotte, USA",0,0.0,0.0,Yes
ALM000288,53,Female,2010,Professional,Business,Lost Contact,Yes,Yes,A,$100K-$150K,0,45.13,"Las Vegas, USA",15,12323.22,207204.61,Yes
ALM000289,49,Female,2024,Master,Engineering,Active,No,Yes,A+,$50K-$100K,2,21.78,"Singapore, Singapore",18,4834.99,95484.86,Yes
ALM000290,35,Female,2018,Master,Liberal Arts,Active,Yes,Yes,C,$50K-$100K,0,23.29,"San Antonio, USA",0,0.0,0.0,No
ALM000291,41,Male,2012,Bachelor,Business,Active,Yes,Yes,B+,$50K-$100K,4,24.68,"Nashville, USA",0,0.0,0.0,Yes
ALM000292,37,Female,2011,Bachelor,Engineering,Inactive,Yes,Yes,A+,$100K-$150K,4,18.45,"Washington DC, USA",21,2904.22,66800.2,Yes
ALM000293,36,Male,2017,Bachelor,Liberal Arts,Inactive,Yes,Yes,D,$100K-$150K,2,22.75,"Paris, France",0,0.0,0.0,No
ALM000294,57,Male,2024,Bachelor,Liberal Arts,Active,Yes,No,B,$50K-$100K,0,27.36,"Jacksonville, USA",0,0.0,0.0,No
ALM000295,50,Female,2007,Master,Sciences,Lost Contact,Yes,No,B,>$500K,3,34.3,"Atlanta, USA",0,0.0,0.0,Yes
ALM000296,34,Male,1990,Bachelor,Education,Active,Yes,Yes,A,$250K-$500K,1,14.86,"Bangalore, India",20,717.41,15824.28,Yes
ALM000297,58,Male,2004,Bachelor,Business,Active,Yes,Yes,C+,<$50K,3,24.89,"Boston, USA",0,0.0,0.0,No
ALM000298,49,Male,1992,PhD,Liberal Arts,Inactive,Yes,Yes,C,$100K-$150K,1,50.87,"Guangzhou, China",0,0.0,0.0,No
ALM000299,57,Male,2018,Master,Engineering,Inactive,Yes,No,B,$100K-$150K,4,22.17,"Houston, USA",0,0.0,0.0,No
ALM000300,54,Female,1988,Bachelor,Computer Science,Inactive,Yes,No,D,$50K-$100K,1,30.51,"Denver, USA",0,0.0,0.0,No
ALM000301,32,Female,1986,PhD,Engineering,Lost Contact,Yes,Yes,C,$150K-$250K,2,32.15,"Xi'an, China",0,0.0,0.0,Yes
ALM000302,36,Male,1975,Bachelor,Law,Inactive,Yes,Yes,B,$50K-$100K,2,33.25,"Houston, USA",0,0.0,0.0,Yes
ALM000303,56,Female,1971,Master,Business,Lost Contact,Yes,Yes,C+,$100K-$150K,2,23.06,"Bangalore, India",25,411.7,9752.68,Yes
ALM000304,54,Female,1989,Bachelor,Business,Active,Yes,Yes,A,$100K-$150K,2,14.21,"Incheon, South Korea",6,10291.79,57656.06,Yes
ALM000305,44,Female,1980,Bachelor,Business,Lost Contact,Yes,Yes,D,$50K-$100K,1,25.71,"Detroit, USA",0,0.0,0.0,Yes
ALM000306,46,Male,1991,Master,Law,Active,Yes,Yes,D,<$50K,1,34.74,"Dindigul, India",0,0.0,0.0,No
ALM000307,64,Female,1983,Bachelor,Education,Inactive,Yes,Yes,B,$50K-$100K,0,39.34,"Kochi, India",25,422.79,15069.18,Yes
ALM000308,36,Female,1994,Bachelor,Education,Active,Yes,Yes,C,$150K-$250K,0,44.63,"Cambridge, UK",0,0.0,0.0,Yes
ALM000309,53,Male,1993,Bachelor,Sciences,Active,Yes,Yes,C,$100K-$150K,2,17.57,"Beijing, China",0,0.0,0.0,No
ALM000310,41,Male,1993,Bachelor,Engineering,Lost Contact,Yes,Yes,D,$50K-$100K,2,41.51,"San Diego, USA",0,0.0,0.0,No
ALM000311,41,Male,1981,Master,Business,Inactive,Yes,Yes,C,$100K-$150K,3,11.84,"Hosur, India",0,0.0,0.0,No
ALM000312,61,Female,2017,Bachelor,Business,Active,Yes,Yes,C+,$50K-$100K,1,43.37,"San Antonio, USA",11,37.86,538.72,Yes
ALM000313,57,Male,1972,Bachelor,Sciences,Active,Yes,Yes,C,$250K-$500K,1,15.91,"Edinburgh, UK",20,74.45,1416.98,Yes
ALM000314,57,Female,1976,PhD,Business,Inactive,Yes,No,Unknown,$150K-$250K,2,52.63,"Austin, USA",0,0.0,0.0,No
ALM000315,64,Male,2023,Bachelor,Liberal Arts,Inactive,Yes,No,C+,<$50K,0,12.84,"Charlotte, USA",0,0.0,0.0,No
ALM000316,45,Female,1981,Bachelor,Engineering,Inactive,No,Yes,A,$100K-$150K,1,17.34,"Bhopal, India",0,0.0,0.0,No
ALM000317,55,Male,1985,Bachelor,Computer Science,Lost Contact,Yes,Yes,D,$50K-$100K,0,35.71,"Indianapolis, USA",7,87.69,663.66,No
ALM000318,40,Female,1979,Bachelor,Law,Lost Contact,Yes,Yes,C,$50K-$100K,5,27.29,"Ambur, India",17,227.62,4506.78,Yes
ALM000319,49,Female,1982,Bachelor,Sciences,Inactive,Yes,Yes,B,$50K-$100K,1,23.62,"Guangzhou, China",0,0.0,0.0,No
ALM000320,43,Male,2006,Master,Computer Science,Inactive,Yes,Yes,C+,$100K-$150K,1,39.16,"Hosur, India",0,0.0,0.0,No
ALM000321,46,Male,1998,Master,Business,Active,No,Yes,A,<$50K,4,55.55,"Nanjing, China",6,8095.06,55070.27,Yes
ALM000322,53,Male,1993,Master,Engineering,Inactive,Yes,Yes,C+,$100K-$150K,1,14.08,"Quebec City, Canada",0,0.0,0.0,No
ALM000323,32,Female,1997,Master,Education,Inactive,Yes,Yes,B,<$50K,1,12.14,"Chicago, USA",17,645.5,12840.27,Yes
ALM000324,76,Female,1994,PhD,Engineering,Lost Contact,Yes,Yes,B,$50K-$100K,2,11.39,"Minneapolis, USA",18,1188.63,24807.88,Yes
ALM000325,29,Male,1984,Professional,Engineering,Inactive,Yes,Yes,B+,$50K-$100K,2,8.97,"Ottawa, Canada",0,0.0,0.0,Yes
ALM000326,26,Male,2024,Master,Engineering,Inactive,Yes,Yes,B,$50K-$100K,0,10.64,"Frankfurt, Germany",0,0.0,0.0,No
ALM000327,62,Male,2005,Master,Liberal Arts,Inactive,Yes,Yes,Unknown,$50K-$100K,4,18.88,"Houston, USA",11,105.05,1139.81,Yes
ALM000328,56,Female,1997,Master,Liberal Arts,Lost Contact,Yes,Yes,C+,$100K-$150K,4,23.57,"Kolkata, India",8,299.16,2046.72,Yes
ALM000329,54,Female,1991,Bachelor,Engineering,Active,Yes,No,B+,$50K-$100K,1,50.98,"The Hague, Netherlands",0,0.0,0.0,No
ALM000330,54,Female,2019,Bachelor,Law,Inactive,Yes,Yes,D,$100K-$150K,2,53.27,"Toulouse, France",0,0.0,0.0,No
ALM000331,44,Male,1983,Bachelor,Medicine,Inactive,Yes,Yes,B,$150K-$250K,0,33.67,"Victoria, Canada",2,1864.44,4063.28,Yes
ALM000332,31,Male,1978,PhD,Business,Inactive,No,Yes,D,>$500K,1,37.1,"Detroit, USA",2,42.88,122.51,Yes
ALM000333,46,Female,2014,Master,Sciences,Active,Yes,Yes,A+,<$50K,2,2.62,"Coimbatore, India",20,889.99,17046.98,Yes
ALM000334,34,Male,2014,Master,Computer Science,Lost Contact,No,No,Unknown,$50K-$100K,2,33.54,"Montreal, Canada",0,0.0,0.0,Yes
ALM000335,59,Female,2014,Bachelor,Business,Active,Yes,Yes,C+,$50K-$100K,1,30.77,"Bristol, UK",0,0.0,0.0,No
ALM000336,42,Male,2004,Bachelor,Business,Active,Yes,No,C,$100K-$150K,1,4.31,"Salem, India",0,0.0,0.0,No
ALM000337,32,Male,2012,Bachelor,Business,Active,No,Yes,B,$100K-$150K,3,2.66,"Bangalore, India",0,0.0,0.0,No
ALM000338,40,Female,1993,PhD,Computer Science,Lost Contact,Yes,Yes,D,<$50K,3,29.19,"Karur, India",10,135.46,1880.85,No
ALM000339,51,Female,1979,Master,Business,Inactive,Yes,Yes,C,<$50K,3,16.88,"Washington DC, USA",7,304.47,2029.95,Yes
ALM000340,36,Female,1971,Master,Sciences,Active,Yes,Yes,A,$100K-$150K,4,15.05,"Bangalore, India",0,0.0,0.0,Yes
ALM000341,32,Male,2006,Bachelor,Sciences,Active,Yes,Yes,A,$50K-$100K,2,20.47,"Philadelphia, USA",10,1919.44,25743.86,Yes
ALM000342,48,Male,2016,Bachelor,Business,Active,No,Yes,B,$100K-$150K,1,14.97,"Raleigh, USA",6,2691.05,19672.77,No
ALM000343,48,Female,1986,Bachelor,Engineering,Active,No,Yes,A,$50K-$100K,1,50.23,"Atlanta, USA",21,15198.85,372964.35,Yes
ALM000344,37,Female,1995,Bachelor,Engineering,Inactive,Yes,No,A,$50K-$100K,4,16.84,"San Jose, USA",19,7158.59,137802.81,Yes
ALM000345,37,Female,1988,Master,Engineering,Inactive,Yes,No,B,>$500K,2,46.5,"Sharjah, UAE",1,1617.62,1478.13,Yes
ALM000346,48,Male,2004,Bachelor,Engineering,Inactive,Yes,Yes,B+,$50K-$100K,4,52.0,"Cambridge, UK",0,0.0,0.0,No
ALM000347,23,Female,2008,Bachelor,Business,Active,Yes,Yes,B,<$50K,4,30.53,"Austin, USA",20,795.65,24429.88,No
ALM000348,23,Female,1973,Bachelor,Sciences,Inactive,Yes,Yes,B,$250K-$500K,1,2.88,"Xi'an, China",3,700.55,2222.4,No
ALM000349,34,Female,1990,Bachelor,Engineering,Inactive,Yes,No,A,$150K-$250K,1,64.15,"Sheffield, UK",0,0.0,0.0,Yes
ALM000350,41,Female,1989,Bachelor,Liberal Arts,Inactive,Yes,No,C+,$50K-$100K,1,14.72,"Raleigh, USA",4,99.58,388.39,Yes
ALM000351,49,Male,1983,Professional,Business,Inactive,No,No,B,$100K-$150K,3,35.62,"Ahmedabad, India",0,0.0,0.0,No
ALM000352,67,Female,1987,Bachelor,Liberal Arts,Active,Yes,Yes,C,$50K-$100K,2,32.71,"Mysore, India",13,559.46,9649.99,Yes
ALM000353,57,Female,1984,Master,Sciences,Active,Yes,Yes,Unknown,<$50K,5,5.38,"Indianapolis, USA",0,0.0,0.0,Yes
ALM000354,42,Female,2000,Bachelor,Business,Active,Yes,Yes,B,$50K-$100K,3,49.2,"Seattle, USA",16,2057.01,32788.11,Yes
ALM000355,44,Female,1992,Master,Business,Inactive,Yes,Yes,C,$50K-$100K,2,10.25,"Indianapolis, USA",10,306.99,2762.0,Yes
ALM000356,29,Female,2013,Bachelor,Sciences,Active,Yes,No,B,$100K-$150K,0,24.81,"Dindigul, India",11,2246.02,30961.74,Yes
ALM000357,44,Female,2018,Master,Liberal Arts,Inactive,Yes,Yes,D,$50K-$100K,1,26.09,"Xi'an, China",0,0.0,0.0,No
ALM000358,40,Male,2013,Bachelor,Engineering,Inactive,Yes,Yes,C,$50K-$100K,2,9.25,"Berlin, Germany",0,0.0,0.0,No
ALM000359,49,Male,1999,Bachelor,Sciences,Inactive,Yes,No,B,$100K-$150K,1,26.26,"Manchester, UK",25,423.7,13286.74,Yes
ALM000360,32,Male,2020,Bachelor,Business,Inactive,Yes,Yes,C+,$50K-$100K,1,62.1,"Kanchipuram, India",5,293.69,1573.14,Yes
ALM000361,52,Male,1972,PhD,Business,Active,Yes,Yes,D,>$500K,0,62.68,"Chennai, India",0,0.0,0.0,No
ALM000362,67,Male,2023,Bachelor,Business,Inactive,Yes,Yes,C,$50K-$100K,2,14.73,"Cambridge, UK",8,165.91,976.18,Yes
ALM000363,43,Male,1978,Master,Liberal Arts,Inactive,Yes,Yes,A+,$150K-$250K,6,20.25,"Jacksonville, USA",16,8523.35,139529.64,Yes
ALM000364,51,Male,1984,Master,Sciences,Inactive,No,No,A+,$100K-$150K,1,10.0,"Montreal, Canada",17,11265.66,162733.75,No
ALM000365,55,Male,2004,Bachelor,Computer Science,Inactive,Yes,No,C,<$50K,2,19.66,"Chengdu, China",0,0.0,0.0,No
ALM000366,38,Male,1983,Bachelor,Law,Inactive,Yes,No,C+,$150K-$250K,1,30.56,"San Jose, USA",0,0.0,0.0,No
ALM000367,48,Male,1980,Bachelor,Business,Inactive,Yes,Yes,C+,$50K-$100K,2,40.03,"Lucknow, India",10,314.58,3654.58,Yes
ALM000368,45,Female,1978,Bachelor,Law,Inactive,Yes,Yes,Unknown,$150K-$250K,6,33.19,"Chicago, USA",0,0.0,0.0,Yes
ALM000369,46,Female,1977,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,B+,$100K-$150K,2,23.68,"Busan, South Korea",14,903.58,15400.03,Yes
